document_id,standard_id,standard_number,search_text
DOC-9C1AFCEE336E1209,MSV1-9C1AFCEE336E1209,IS 3396:1979,"Standard Number: IS 3396:1979
Title: Methods of test for volume and surface resistivity of solid electrical insulating materials (First Revision)
Type: Methods of Tests
Degree of Equivalence: Modified/Technically Equivalent"
DOC-CBA0E58B70BFC1C0,MSV1-CBA0E58B70BFC1C0,IS 3964:1980,"Standard Number: IS 3964:1980
Title: Specifiacation for Light Rails (First Revision)
Type: Product Specification
Degree of Equivalence: -"
DOC-9D87693AD7DD708E,MSV1-9D87693AD7DD708E,IS 4078:1980,"Standard Number: IS 4078:1980
Title: Code of practice for indexing and storage of drill cores (First Revision
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-CD2DD9A74C09BCC7,MSV1-CD2DD9A74C09BCC7,IS 4374:1980,"Standard Number: IS 4374:1980
Title: Specification for mild steel fabricated vertical bollards with and without lugs (First Revision)
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-09E864A4667C69CF,MSV1-09E864A4667C69CF,IS 5144:1980,"Standard Number: IS 5144:1980
Title: Specification for metal forearm crutches (Canadian Pattern) (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-32F03DD48B616E1C,MSV1-32F03DD48B616E1C,IS 6224:1980,"Standard Number: IS 6224:1980
Title: Specification for tuber band for orthopaedic calipers and braces
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-E30CD437026DC511,MSV1-E30CD437026DC511,IS 6246:1980,"Standard Number: IS 6246:1980
Title: Specification for gauging members for plain plug gauges go and no go members (Size Range Above 120 Up To And Including 250 mm) (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-B2FDCE2CC2D334E0,MSV1-B2FDCE2CC2D334E0,IS 7375:1979,"Standard Number: IS 7375:1979
Title: Specification for salseed fat (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-2097ECE4434644BA,MSV1-2097ECE4434644BA,IS 9298 (Part 1):1979,"Standard Number: IS 9298 (Part 1):1979
Title: Specification for television pattern generators: Part 1 requirements
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-01F47A4B47417F2A,MSV1-01F47A4B47417F2A,IS 9452 (Part 2):1980,"Standard Number: IS 9452 (Part 2):1980
Title: Code of practice for measurement of seepage losses from canals: Part 2 inflow - O - utflow method
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-D10C28ED5783F422,MSV1-D10C28ED5783F422,IS 9460:1980,"Standard Number: IS 9460:1980
Title: Specification for flush drop handle for drawers
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-48D61F907144BB52,MSV1-48D61F907144BB52,IS 9507:1979,"Standard Number: IS 9507:1979
Title: Specification for general purpose electric power driven winches for lifting and hauling
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-3B2F1C8266FBE9E7,MSV1-3B2F1C8266FBE9E7,IS 9527 (Part 4):1980,"Standard Number: IS 9527 (Part 4):1980
Title: Code of practice for design and construction of port and harbour structures: Part 4 cellular sheet pile structures
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-86995EE6A74B097B,MSV1-86995EE6A74B097B,IS 5182 (Part 16):1980,"Standard Number: IS 5182 (Part 16):1980
Title: Methods for measurement of air pollution: Part 16 recommended practice for collection by filtration and determination of mass, number and optical sizing of atmospheric particulates
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-0551F3417EF8EF8D,MSV1-0551F3417EF8EF8D,IS 7779 (Part 3/Sec 3):1980,"Standard Number: IS 7779 (Part 3/Sec 3):1980
Title: Schedule for Properties and Availability of Stones for Construction Purposes - Part III : Tamil Nadu State - Section 3 : Engineering Properties of Stone Aggregates
Type: Product Specification
Degree of Equivalence: -"
DOC-3E9DC3C4430A5592,MSV1-3E9DC3C4430A5592,IS 10000 (Part 2):1980,"Standard Number: IS 10000 (Part 2):1980
Title: Methods of tests for internal combustion engines Part 2 standar d reference conditions
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-0A5C57FC70200131,MSV1-0A5C57FC70200131,IS 10000 (Part 3):1980,"Standard Number: IS 10000 (Part 3):1980
Title: Methods of tests for internal combustion engines: Part 3 measurements for testing - Units and limits of accuracy
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-4EBF7EF1A4DB6016,MSV1-4EBF7EF1A4DB6016,IS 2974 (Part 4):1979,"Standard Number: IS 2974 (Part 4):1979
Title: Code of practice for design and construction of machine foundations: Part 4 foundations for rotary type machines of low frequency
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-1A567C8D6316EFAC,MSV1-1A567C8D6316EFAC,IS 3256:1980,"Standard Number: IS 3256:1980
Title: Code for inland packaging of ropes and cordages (first revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-20F792E0924EFE59,MSV1-20F792E0924EFE59,IS 4091:1979,"Standard Number: IS 4091:1979
Title: Code of practice for design and construction of foundations for transmission line towers and poles (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-D8E0AD0442C64407,MSV1-D8E0AD0442C64407,IS 9285 (Part 2):1979,"Standard Number: IS 9285 (Part 2):1979
Title: Specification for direct reading pointer indicator type AC electronic RF millioltmeter: Part 2 requirements
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-AD62E8F2FA9054E0,MSV1-AD62E8F2FA9054E0,IS 9424:1979,"Standard Number: IS 9424:1979
Title: Specification for sodium metastlicate
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-2B9774EFB7DD0208,MSV1-2B9774EFB7DD0208,IS 943:1979,"Standard Number: IS 943:1979
Title: Functional Requirements for 680-1/Min Trailer Pump For Fire Brigade Use (Second Revision)
Type: Others
Degree of Equivalence: -"
DOC-8FE42DD66CEDE001,MSV1-8FE42DD66CEDE001,IS 9430:1980,"Standard Number: IS 9430:1980
Title: Specification for tube, haemometer
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-DA8C6B7CBBB7D19B,MSV1-DA8C6B7CBBB7D19B,IS 9432:1980,"Standard Number: IS 9432:1980
Title: Specification for ignition switches for automobiles
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-FCC07AB8CA0233EB,MSV1-FCC07AB8CA0233EB,IS 9433:1980,"Standard Number: IS 9433:1980
Title: Specification for piano key type switches for use in automobiles
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-EB2E91B46B264A2C,MSV1-EB2E91B46B264A2C,IS 9440:1979,"Standard Number: IS 9440:1979
Title: Specification for laboratory balances
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-1D6AE58EE34C23F1,MSV1-1D6AE58EE34C23F1,IS 9441:1979,"Standard Number: IS 9441:1979
Title: Specification for sextant
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-3E622240B675FAA9,MSV1-3E622240B675FAA9,IS 9442:1980,"Standard Number: IS 9442:1980
Title: Specification for hot-rolled steel plates, sheets and strips for manufacture of agricultural tillage discs
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-8E80506F910A67BA,MSV1-8E80506F910A67BA,IS 9459:1980,"Standard Number: IS 9459:1980
Title: Specification for apparatus for use in Measurement of Length change of hardened Cement Paste, Mortar and Concrete
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-09C43FAF585E58C1,MSV1-09C43FAF585E58C1,IS 9481:1980,"Standard Number: IS 9481:1980
Title: Specification for Pillows, Air
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-4A48AD4DAD23DE23,MSV1-4A48AD4DAD23DE23,IS 9487:1980,"Standard Number: IS 9487:1980
Title: Specification for `Ready-to-eat' Protein-rich Extruded Foods
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-2AFD7E10DBA4B7BD,MSV1-2AFD7E10DBA4B7BD,IS 9498:1980,"Standard Number: IS 9498:1980
Title: Specification for inorganic aggregates for use in gypsum plaster
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-F894F564585C5663,MSV1-F894F564585C5663,IS 9502:1980,"Standard Number: IS 9502:1980
Title: Specification for muscovite mica components for electronic equipment
Type: Others
Degree of Equivalence: Modified/Technically Equivalent"
DOC-1D24756D01D40E75,MSV1-1D24756D01D40E75,IS 9511:1980,"Standard Number: IS 9511:1980
Title: Specification for earth knobs for neutral conductors
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-14163F7F53F09117,MSV1-14163F7F53F09117,IS 9514:1980,"Standard Number: IS 9514:1980
Title: Specification for front surface aluminized mirrors
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-C54CFB3C288DCBE1,MSV1-C54CFB3C288DCBE1,IS 9518:1980,"Standard Number: IS 9518:1980
Title: Specification for automobile polish, liquid, containing silicone
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-7ACCEB4EDF7BF9DD,MSV1-7ACCEB4EDF7BF9DD,IS 9521:1980,"Standard Number: IS 9521:1980
Title: Specification for push - Button type switches for automotive vehicles
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-9E552520EEE3E30E,MSV1-9E552520EEE3E30E,IS 9547:1980,"Standard Number: IS 9547:1980
Title: Specification for snap hook, with safety device (Ptr - R)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-C533B5EA65255312,MSV1-C533B5EA65255312,IS 9548:1980,"Standard Number: IS 9548:1980
Title: Specification for snap hook (Static Line)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-82FE955EB072150F,MSV1-82FE955EB072150F,IS 9558:1980,"Standard Number: IS 9558:1980
Title: Specification for gauge, depth, ptfe (Teflon) piston
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-88CE4368A4F5B28A,MSV1-88CE4368A4F5B28A,IS 7779 (Part 3/Sec 2):1980,"Standard Number: IS 7779 (Part 3/Sec 2):1980
Title: Schedule for Properties and Availability of Stones for Construction Purposes - Part III : Tamil Nadu State - Section 2 : Engineering Properties of Building Stones
Type: Product Specification
Degree of Equivalence: -"
DOC-F25E5DDEA01ADB97,MSV1-F25E5DDEA01ADB97,IS 1960:1979,"Standard Number: IS 1960:1979
Title: Specification for wheatmeal bread (Second Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-2B1909145383EF05,MSV1-2B1909145383EF05,IS 2989:1980,"Standard Number: IS 2989:1980
Title: Specification for keys for lathe chucks (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-D6703FE8ADCC8151,MSV1-D6703FE8ADCC8151,IS 3347 (Part 5/Sec 1):1979,"Standard Number: IS 3347 (Part 5/Sec 1):1979
Title: Dimension for porcelain transformer bushings for use in normal and lightly polluted atmospheres: Part 5 - 36 kV bushings: Sec 1 porcelain parts (Second Revision)
Type: Dimensions
Degree of Equivalence: Modified/Technically Equivalent"
DOC-A740C8D420EE0918,MSV1-A740C8D420EE0918,IS 555:1979,"Standard Number: IS 555:1979
Title: Specification for electric table type fans and regulators (Third Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-81C4CED7C443EE93,MSV1-81C4CED7C443EE93,IS 6004:1980,"Standard Number: IS 6004:1980
Title: Criteria for hydraulic design of sediment ejector for irrigation and power channels (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-2F3F63991E97DCFD,MSV1-2F3F63991E97DCFD,IS 663:1980,"Standard Number: IS 663:1980
Title: Specification for adzes (Second Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-4F9AE3E790B1E9C5,MSV1-4F9AE3E790B1E9C5,IS 9130:1979,"Standard Number: IS 9130:1979
Title: Specification for edible spray dried potato flour
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-8F25E6212F1F7353,MSV1-8F25E6212F1F7353,IS 9270:1979,"Standard Number: IS 9270:1979
Title: Specification for 1, 4 - Diethoxy benzene
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-EC0A606DAE403D70,MSV1-EC0A606DAE403D70,IS 9285 (Part 1):1979,"Standard Number: IS 9285 (Part 1):1979
Title: Specification for direct reading pointer indicator type AC electronic RF millivoltmeter: Part 1 methods of measurements
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-8490D88A202C8797,MSV1-8490D88A202C8797,IS 9374:1979,"Standard Number: IS 9374:1979
Title: Glossary of terms relating to flour milling industry
Type: Terminology
Degree of Equivalence: Indigenous"
DOC-E962FEA65F64E62F,MSV1-E962FEA65F64E62F,IS 9445:1980,"Standard Number: IS 9445:1980
Title: Specification for aluminium containers for packing of liquid pesticides (capacity 5 litres and above)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-D56E4D664730D229,MSV1-D56E4D664730D229,IS 9448 (Part 3):1980,"Standard Number: IS 9448 (Part 3):1980
Title: Specification for marine guardrails and stanchions: Part 3 storm rails (Exterior)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-E0B75D3D15E0762B,MSV1-E0B75D3D15E0762B,IS 9529:1980,"Standard Number: IS 9529:1980
Title: Specification for taper plug gauges and taper ring gauges to check taper bore of gauge handles and taper shanks of gauging members
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-B7B072608BBEAB77,MSV1-B7B072608BBEAB77,IS 3005 (Part 2):1979,"Standard Number: IS 3005 (Part 2):1979
Title: Specification for grey cast iron ingot moulds, stools and slag ladles: Part 2 grey cast iron ingot moulds of mass more than eight tonnes (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-C07476E1556F2FB9,MSV1-C07476E1556F2FB9,IS 7407 (Part 1 to 3):1980,"Standard Number: IS 7407 (Part 1 to 3):1980
Title: Specification for jute tarpaulin fabric (first revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-C98A8CE571DD8530,MSV1-C98A8CE571DD8530,IS 1064:1980,"Standard Number: IS 1064:1980
Title: Specification for paper (Second Revision)
Type: Dimensions
Degree of Equivalence: Not Equivalent"
DOC-990604D0FBA467AC,MSV1-990604D0FBA467AC,IS 1367 (Part 7):1980,"Standard Number: IS 1367 (Part 7):1980
Title: Technical supply conditions for tHreadeD steel fasteners: Part 7 mechanical properties and test methods for nuts without specified proof loads (Second Revision)
Type: Product Specification
Degree of Equivalence: Modified/Technically Equivalent"
DOC-3D8A9A07B78FD99B,MSV1-3D8A9A07B78FD99B,IS 1606:1979,"Standard Number: IS 1606:1979
Title: Specification for automobile lamps (Second Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-3FC0F6DFB780DA4E,MSV1-3FC0F6DFB780DA4E,IS 2279:1980,"Standard Number: IS 2279:1980
Title: Specification for fine silver bar, sheet, wire, granules and token (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-221EFA3129CB87EA,MSV1-221EFA3129CB87EA,IS 2560:1979,"Standard Number: IS 2560:1979
Title: Specification for rubber-based adhesives for tubes, non-curing (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-8E2924F132A9A4E3,MSV1-8E2924F132A9A4E3,IS 2562:1979,"Standard Number: IS 2562:1979
Title: Specification for rubber-based adhesives for tyres and tubes, curing (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-C1652CFE702D4022,MSV1-C1652CFE702D4022,IS 3347 (Part 1/Sec 2):1979,"Standard Number: IS 3347 (Part 1/Sec 2):1979
Title: Dimensions for porcelain transformer bushings for use in normal and lightly polluted atmospheres: Part 1 up to and including 1 kV: Sec 2 metal parts (First Revision)
Type: Dimensions
Degree of Equivalence: Modified/Technically Equivalent"
DOC-6FF4438A0F3D7060,MSV1-6FF4438A0F3D7060,IS 3347 (Part 2/Sec 2):1979,"Standard Number: IS 3347 (Part 2/Sec 2):1979
Title: Dimensions for porcelain transformer bushings for use in normal and lightly polluted atmospheres: Part 2- 3.6 kV bushings: Sec 2 metal parts (First Revision)
Type: Dimensions
Degree of Equivalence: Modified/Technically Equivalent"
DOC-FE3B2A1FABFD908C,MSV1-FE3B2A1FABFD908C,IS 3620:1979,"Standard Number: IS 3620:1979
Title: Laterite Stone Block For Masonry
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-946F60185720574C,MSV1-946F60185720574C,IS 4659:1980,"Standard Number: IS 4659:1980
Title: Specification for wire rope reel for inland vessels (First Revision)
Type: Product Specification
Degree of Equivalence: Identical under dual numbering"
DOC-0F5883D2A51FC941,MSV1-0F5883D2A51FC941,IS 6131:1980,"Standard Number: IS 6131:1980
Title: Technical requirements for, hand operated wrenches (Spanners) and sockets (First Revision)
Type: Product Specification
Degree of Equivalence: Not Equivalent"
DOC-F11622876729DF7D,MSV1-F11622876729DF7D,IS 7290:1979,"Standard Number: IS 7290:1979
Title: Recommendations for use of polyethylene film for waterproofing of roofs (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-0CCA3E0F02B7091D,MSV1-0CCA3E0F02B7091D,IS 74:1979,"Standard Number: IS 74:1979
Title: Methods of sampling and test for drying oils for paints (Second Revision)
Type: Methods of Tests
Degree of Equivalence: Indigenous"
